	sub	emotion	score	mapping	kernel	beta	method
254	15	sadness	0.55423876811508	Darwin	cosine	1	predict
255	16	sadness	0.5232282534516247	Darwin	cosine	1	predict
256	17	sadness	0.5178768905513091	Darwin	cosine	1	predict
257	18	sadness	0.5338612758167854	Darwin	cosine	1	predict
258	19	sadness	0.5051934206518429	Darwin	cosine	1	predict
259	20	sadness	0.5200501946889591	Darwin	cosine	1	predict
260	21	sadness	0.5283540070276449	Darwin	cosine	1	predict
261	22	sadness	0.5343184422213209	Darwin	cosine	1	predict
262	23	sadness	0.5323397036421548	Darwin	cosine	1	predict
263	24	sadness	0.512135577198453	Darwin	cosine	1	predict
264	25	sadness	0.5308737864077671	Darwin	cosine	1	predict
265	26	sadness	0.5484557771606496	Darwin	cosine	1	predict
266	27	sadness	0.5507986383870124	Darwin	cosine	1	predict
267	28	sadness	0.535428592898228	Darwin	cosine	1	predict
268	29	sadness	0.5309785062642461	Darwin	cosine	1	predict
269	30	sadness	0.5271275742085727	Darwin	cosine	1	predict
270	31	sadness	0.5247413268411443	Darwin	cosine	1	predict
271	32	sadness	0.5107735304724125	Darwin	cosine	1	predict
272	33	sadness	0.5300438176419884	Darwin	cosine	1	predict
273	34	sadness	0.5319786096256683	Darwin	cosine	1	predict
274	35	sadness	0.5245379409084994	Darwin	cosine	1	predict
275	36	sadness	0.5282532446325434	Darwin	cosine	1	predict
276	37	sadness	0.5339678013157101	Darwin	cosine	1	predict
277	38	sadness	0.5345519651159433	Darwin	cosine	1	predict
278	39	sadness	0.5309695594218123	Darwin	cosine	1	predict
279	40	sadness	0.5325274725274725	Darwin	cosine	1	predict
280	41	sadness	0.5174015417668348	Darwin	cosine	1	predict
281	42	sadness	0.5191627898662448	Darwin	cosine	1	predict
282	43	sadness	0.5266993121137927	Darwin	cosine	1	predict
283	44	sadness	0.520860407917772	Darwin	cosine	1	predict
284	45	sadness	0.5609835040960736	Darwin	cosine	1	predict
285	46	sadness	0.5252675112231721	Darwin	cosine	1	predict
286	47	sadness	0.5281032955097608	Darwin	cosine	1	predict
287	48	sadness	0.5431188619108082	Darwin	cosine	1	predict
288	49	sadness	0.5188991179076307	Darwin	cosine	1	predict
289	50	sadness	0.48996738023707465	Darwin	cosine	1	predict
290	51	sadness	0.5403862586239635	Darwin	cosine	1	predict
291	52	sadness	0.49903822134837794	Darwin	cosine	1	predict
292	53	sadness	0.5202288375346585	Darwin	cosine	1	predict
293	54	sadness	0.4976222910216718	Darwin	cosine	1	predict
294	55	sadness	0.5233038633946587	Darwin	cosine	1	predict
295	56	sadness	0.515369973828218	Darwin	cosine	1	predict
296	57	sadness	0.5482120051085568	Darwin	cosine	1	predict
297	58	sadness	0.5279763533023312	Darwin	cosine	1	predict
298	59	sadness	0.5248321604788482	Darwin	cosine	1	predict
299	60	sadness	0.5440912504846681	Darwin	cosine	1	predict
300	01	surprise	0.6677831294758857	Darwin	cosine	1	predict
301	02	surprise	0.7100532617623195	Darwin	cosine	1	predict
302	03	surprise	0.7106732348111658	Darwin	cosine	1	predict
303	04	surprise	0.6574917848338401	Darwin	cosine	1	predict
304	05	surprise	0.6838992121563054	Darwin	cosine	1	predict
305	06	surprise	0.7021401985111663	Darwin	cosine	1	predict
306	07	surprise	0.744795854551952	Darwin	cosine	1	predict
307	08	surprise	0.7441794238303047	Darwin	cosine	1	predict
308	09	surprise	0.71856295878035	Darwin	cosine	1	predict
309	10	surprise	0.72432522366182	Darwin	cosine	1	predict
310	11	surprise	0.7566159291477134	Darwin	cosine	1	predict
311	12	surprise	0.769545044141252	Darwin	cosine	1	predict
312	13	surprise	0.701321496927087	Darwin	cosine	1	predict
313	14	surprise	0.7202778274471076	Darwin	cosine	1	predict
314	15	surprise	0.6866439772959197	Darwin	cosine	1	predict
315	16	surprise	0.6011829206691977	Darwin	cosine	1	predict
316	17	surprise	0.5804152418172935	Darwin	cosine	1	predict
317	18	surprise	0.6120293544015074	Darwin	cosine	1	predict
318	19	surprise	0.6230711159679659	Darwin	cosine	1	predict
319	20	surprise	0.6254694907322632	Darwin	cosine	1	predict
320	21	surprise	0.5943610782849117	Darwin	cosine	1	predict
321	22	surprise	0.56955063116943	Darwin	cosine	1	predict
322	23	surprise	0.5961845013398009	Darwin	cosine	1	predict
323	24	surprise	0.6494981966441901	Darwin	cosine	1	predict
324	25	surprise	0.5922970445084669	Darwin	cosine	1	predict
325	26	surprise	0.6377417932077373	Darwin	cosine	1	predict
326	27	surprise	0.6604379986118801	Darwin	cosine	1	predict
327	28	surprise	0.6364142814697435	Darwin	cosine	1	predict
328	29	surprise	0.6082697052330867	Darwin	cosine	1	predict
329	30	surprise	0.5799914939317043	Darwin	cosine	1	predict
330	31	surprise	0.6199555022195791	Darwin	cosine	1	predict
331	32	surprise	0.6596570654875868	Darwin	cosine	1	predict
332	33	surprise	0.5981704070876046	Darwin	cosine	1	predict
333	34	surprise	0.6459400312375142	Darwin	cosine	1	predict
334	35	surprise	0.6184953220443825	Darwin	cosine	1	predict
335	36	surprise	0.5334405222339831	Darwin	cosine	1	predict
336	37	surprise	0.6147005664845325	Darwin	cosine	1	predict
337	38	surprise	0.6070188922497148	Darwin	cosine	1	predict
338	39	surprise	0.6530537345665284	Darwin	cosine	1	predict
339	40	surprise	0.6720555336228452	Darwin	cosine	1	predict
340	41	surprise	0.6087688261264363	Darwin	cosine	1	predict
341	42	surprise	0.6400370660332709	Darwin	cosine	1	predict
342	43	surprise	0.6241312896882957	Darwin	cosine	1	predict
343	44	surprise	0.6252964679002825	Darwin	cosine	1	predict
344	45	surprise	0.6472087948512554	Darwin	cosine	1	predict
345	46	surprise	0.5814626077740966	Darwin	cosine	1	predict
346	47	surprise	0.614525276629129	Darwin	cosine	1	predict
347	48	surprise	0.6219374342797056	Darwin	cosine	1	predict
348	49	surprise	0.6379006971996456	Darwin	cosine	1	predict
349	50	surprise	0.6761265922770812	Darwin	cosine	1	predict
350	51	surprise	0.62542329679933	Darwin	cosine	1	predict
351	52	surprise	0.581307587287788	Darwin	cosine	1	predict
352	53	surprise	0.6375086966604824	Darwin	cosine	1	predict
353	54	surprise	0.5628427299542711	Darwin	cosine	1	predict
354	55	surprise	0.6810870529825152	Darwin	cosine	1	predict
355	56	surprise	0.5994094214205239	Darwin	cosine	1	predict
356	57	surprise	0.6286428998122546	Darwin	cosine	1	predict
357	58	surprise	0.6424903307591809	Darwin	cosine	1	predict
358	59	surprise	0.5807739557739559	Darwin	cosine	1	predict
359	60	surprise	0.5415936161965006	Darwin	cosine	1	predict
0	01	anger	0.5236257266907057	Matsumoto2008	cosine	1	predict
1	02	anger	0.5497986460189899	Matsumoto2008	cosine	1	predict
2	03	anger	0.5420124925130487	Matsumoto2008	cosine	1	predict
3	04	anger	0.5376783703260203	Matsumoto2008	cosine	1	predict
4	05	anger	0.5402178715413928	Matsumoto2008	cosine	1	predict
5	06	anger	0.5889573612700649	Matsumoto2008	cosine	1	predict
6	07	anger	0.546286205203731	Matsumoto2008	cosine	1	predict
7	08	anger	0.5295348402764805	Matsumoto2008	cosine	1	predict
8	09	anger	0.5661457522647324	Matsumoto2008	cosine	1	predict
9	10	anger	0.5108059783605354	Matsumoto2008	cosine	1	predict
10	11	anger	0.6486622703721149	Matsumoto2008	cosine	1	predict
11	12	anger	0.5815354822588705	Matsumoto2008	cosine	1	predict
12	13	anger	0.5027306727867737	Matsumoto2008	cosine	1	predict
13	14	anger	0.5564218352377626	Matsumoto2008	cosine	1	predict
14	15	anger	0.46171657225069684	Matsumoto2008	cosine	1	predict
15	16	anger	0.5592539378802699	Matsumoto2008	cosine	1	predict
16	17	anger	0.48374376263838575	Matsumoto2008	cosine	1	predict
17	18	anger	0.49147509881422924	Matsumoto2008	cosine	1	predict
18	19	anger	0.5832046323552058	Matsumoto2008	cosine	1	predict
19	20	anger	0.5116653751775797	Matsumoto2008	cosine	1	predict
20	21	anger	0.5530246181404468	Matsumoto2008	cosine	1	predict
21	22	anger	0.5239370600330537	Matsumoto2008	cosine	1	predict
22	23	anger	0.5617523513834353	Matsumoto2008	cosine	1	predict
23	24	anger	0.5410251334207683	Matsumoto2008	cosine	1	predict
24	25	anger	0.5589052636394132	Matsumoto2008	cosine	1	predict
25	26	anger	0.5328893833524093	Matsumoto2008	cosine	1	predict
26	27	anger	0.5387143101202297	Matsumoto2008	cosine	1	predict
27	28	anger	0.5309423347398031	Matsumoto2008	cosine	1	predict
28	29	anger	0.4755721912008345	Matsumoto2008	cosine	1	predict
29	30	anger	0.5496978471933419	Matsumoto2008	cosine	1	predict
30	31	anger	0.5707927862503026	Matsumoto2008	cosine	1	predict
31	32	anger	0.5303508475649659	Matsumoto2008	cosine	1	predict
32	33	anger	0.5332119598344616	Matsumoto2008	cosine	1	predict
33	34	anger	0.5278017379081208	Matsumoto2008	cosine	1	predict
34	35	anger	0.532183368869936	Matsumoto2008	cosine	1	predict
35	36	anger	0.5326037275912854	Matsumoto2008	cosine	1	predict
36	37	anger	0.5666676801228309	Matsumoto2008	cosine	1	predict
37	38	anger	0.4355802422075191	Matsumoto2008	cosine	1	predict
38	39	anger	0.5634143540270208	Matsumoto2008	cosine	1	predict
39	40	anger	0.5337532824063023	Matsumoto2008	cosine	1	predict
40	41	anger	0.5496044648114488	Matsumoto2008	cosine	1	predict
41	42	anger	0.49626119467872365	Matsumoto2008	cosine	1	predict
42	43	anger	0.547290719788544	Matsumoto2008	cosine	1	predict
43	44	anger	0.5538795874444475	Matsumoto2008	cosine	1	predict
44	45	anger	0.5588117184566687	Matsumoto2008	cosine	1	predict
45	46	anger	0.5437371920942299	Matsumoto2008	cosine	1	predict
46	47	anger	0.5603314742819923	Matsumoto2008	cosine	1	predict
47	48	anger	0.522474651937046	Matsumoto2008	cosine	1	predict
48	49	anger	0.5481208981194994	Matsumoto2008	cosine	1	predict
49	50	anger	0.5317924877504031	Matsumoto2008	cosine	1	predict
50	51	anger	0.5470125786163522	Matsumoto2008	cosine	1	predict
51	52	anger	0.5656028130529239	Matsumoto2008	cosine	1	predict
52	53	anger	0.5133089362835075	Matsumoto2008	cosine	1	predict
53	54	anger	0.5254146983325784	Matsumoto2008	cosine	1	predict
54	55	anger	0.5192602911636681	Matsumoto2008	cosine	1	predict
55	56	anger	0.6006431856607432	Matsumoto2008	cosine	1	predict
56	57	anger	0.570262610410461	Matsumoto2008	cosine	1	predict
57	58	anger	0.6231884057971014	Matsumoto2008	cosine	1	predict
58	59	anger	0.5175172326566749	Matsumoto2008	cosine	1	predict
59	60	anger	0.5756990083930671	Matsumoto2008	cosine	1	predict
60	01	disgust	0.6673262264030815	Matsumoto2008	cosine	1	predict
61	02	disgust	0.6261780434098773	Matsumoto2008	cosine	1	predict
62	03	disgust	0.67	Matsumoto2008	cosine	1	predict
63	04	disgust	0.6211069343886911	Matsumoto2008	cosine	1	predict
64	05	disgust	0.6678458002140689	Matsumoto2008	cosine	1	predict
65	06	disgust	0.7758167014651848	Matsumoto2008	cosine	1	predict
66	07	disgust	0.586835291259878	Matsumoto2008	cosine	1	predict
67	08	disgust	0.6106883484194324	Matsumoto2008	cosine	1	predict
68	09	disgust	0.6356964136780651	Matsumoto2008	cosine	1	predict
69	10	disgust	0.651857801944307	Matsumoto2008	cosine	1	predict
70	11	disgust	0.7249786249559925	Matsumoto2008	cosine	1	predict
71	12	disgust	0.6442859305496146	Matsumoto2008	cosine	1	predict
72	13	disgust	0.7567228226319134	Matsumoto2008	cosine	1	predict
73	14	disgust	0.7285002554931017	Matsumoto2008	cosine	1	predict
74	15	disgust	0.7212797424855365	Matsumoto2008	cosine	1	predict
75	16	disgust	0.5882703711154886	Matsumoto2008	cosine	1	predict
76	17	disgust	0.5579048859532477	Matsumoto2008	cosine	1	predict
77	18	disgust	0.5796173646483157	Matsumoto2008	cosine	1	predict
78	19	disgust	0.6229503330202836	Matsumoto2008	cosine	1	predict
79	20	disgust	0.6311290221707996	Matsumoto2008	cosine	1	predict
80	21	disgust	0.5751830211773401	Matsumoto2008	cosine	1	predict
81	22	disgust	0.61664144865287	Matsumoto2008	cosine	1	predict
82	23	disgust	0.5948908005840899	Matsumoto2008	cosine	1	predict
83	24	disgust	0.6652006437261524	Matsumoto2008	cosine	1	predict
84	25	disgust	0.6466602971618957	Matsumoto2008	cosine	1	predict
85	26	disgust	0.6478620146557897	Matsumoto2008	cosine	1	predict
86	27	disgust	0.6199317052170169	Matsumoto2008	cosine	1	predict
87	28	disgust	0.5650341844333943	Matsumoto2008	cosine	1	predict
